area,party,year,validVotes,personalVotes,listedMen,listedWomen,electedMen,electedWomen
Haderslev,Nye Borgerlige,2009,0,0,0,0,0,0
Haderslev,Nye Borgerlige,2013,0,0,0,0,0,0
Haderslev,Nye Borgerlige,2017,390,223,5,0,0,0
Haderslev,Socialist Peoples Party,2005,1245,977,9,4,0,1
Haderslev,Socialist Peoples Party,2009,2435,1542,9,4,1,1
Haderslev,Socialist Peoples Party,2013,816,613,7,4,0,0
Haderslev,Socialist Peoples Party,2017,1043,689,8,5,1,0
Haderslev,Liberal Alliance,2005,0,0,0,0,0,0
Haderslev,Liberal Alliance,2009,0,0,0,0,0,0
Haderslev,Liberal Alliance,2013,1762,1587,3,1,1,0
Haderslev,Liberal Alliance,2017,1641,1427,8,1,1,1
Haderslev,Danish Peoples Party (1997-),2005,1834,1210,8,1,1,1
Haderslev,Danish Peoples Party (1997-),2009,2301,1418,7,2,1,1
Haderslev,Danish Peoples Party (1997-),2013,3849,2447,5,1,4,0
Haderslev,Danish Peoples Party (1997-),2017,3875,2063,7,1,3,1
Haderslev,The Slesvig Party,2005,443,356,8,2,0,0
Haderslev,The Slesvig Party,2009,623,532,9,2,1,0
Haderslev,The Slesvig Party,2013,859,721,5,3,1,0
Haderslev,The Slesvig Party,2017,701,588,4,2,1,0
Haderslev,Liberal Democratic Party,2005,11534,10809,20,7,9,4
Haderslev,Liberal Democratic Party,2009,9457,8489,18,6,8,3
Haderslev,Liberal Democratic Party,2013,10574,9266,17,4,8,3
Haderslev,Liberal Democratic Party,2017,8422,7333,12,4,6,3
Haderslev,Unity List,2005,277,188,5,1,0,0
Haderslev,Unity List,2009,245,162,3,0,0,0
Haderslev,Unity List,2013,1738,1132,5,0,2,0
Haderslev,Unity List,2017,1870,1410,5,1,2,0
Haderslev,The Alternative,2005,0,0,0,0,0,0
Haderslev,The Alternative,2009,0,0,0,0,0,0
Haderslev,The Alternative,2013,0,0,0,0,0,0
Haderslev,The Alternative,2017,409,241,3,0,0,0
Haderslev,"Letters not reserved, total",2005,785,670,9,2,1,0
Haderslev,"Letters not reserved, total",2009,880,745,4,0,0,0
Haderslev,"Letters not reserved, total",2013,591,502,4,1,0,0
Haderslev,"Letters not reserved, total",2017,469,376,4,1,0,0
Kolding,Social Democratic Party,2005,16186,14316,28,5,10,2
Kolding,Social Democratic Party,2009,8564,7012,16,7,4,2
Kolding,Social Democratic Party,2013,10336,8343,13,5,4,2
Kolding,Social Democratic Party,2017,9914,7626,14,5,4,1
Kolding,Social Liberal Party,2005,2124,1586,11,7,1,1
Kolding,Social Liberal Party,2009,1986,1628,10,4,0,1
Kolding,Social Liberal Party,2013,1937,1270,11,4,1,0
Kolding,Social Liberal Party,2017,2285,1654,13,3,1,0
Kolding,Conservative Peoples Party,2005,5982,5322,13,4,3,1
Kolding,Conservative Peoples Party,2009,4739,3776,9,5,2,1
Kolding,Conservative Peoples Party,2013,2225,1848,11,3,1,0
Kolding,Conservative Peoples Party,2017,1666,1362,7,1,0,0
Kolding,Nye Borgerlige,2005,0,0,0,0,0,0
Kolding,Nye Borgerlige,2009,0,0,0,0,0,0
Kolding,Nye Borgerlige,2013,0,0,0,0,0,0
Kolding,Nye Borgerlige,2017,492,283,4,0,0,0
Kolding,Socialist Peoples Party,2005,3292,2463,9,5,1,1
Kolding,Socialist Peoples Party,2009,7018,4565,9,9,3,2
Kolding,Socialist Peoples Party,2013,2664,2105,5,5,0,1
Kolding,Socialist Peoples Party,2017,3616,2980,4,3,1,1
Kolding,Liberal Alliance,2005,0,0,0,0,0,0
Kolding,Liberal Alliance,2009,0,0,0,0,0,0
Kolding,Liberal Alliance,2013,1055,589,5,2,0,0
Kolding,Liberal Alliance,2017,999,630,3,1,0,0
Kolding,Danish Peoples Party (1997-),2005,3617,2768,8,1,3,0
Kolding,Danish Peoples Party (1997-),2009,7001,5510,15,1,5,0
Kolding,Danish Peoples Party (1997-),2013,6851,5430,15,4,3,0
Kolding,Danish Peoples Party (1997-),2017,5656,4173,9,3,2,1
Kolding,The Slesvig Party,2005,0,0,0,0,0,0
Kolding,The Slesvig Party,2009,0,0,0,0,0,0
Kolding,The Slesvig Party,2013,0,0,0,0,0,0
Kolding,The Slesvig Party,2017,0,0,0,0,0,0
Kolding,Liberal Democratic Party,2005,10776,8614,23,7,7,1
Kolding,Liberal Democratic Party,2009,15873,13061,16,5,7,4
Kolding,Liberal Democratic Party,2013,21460,19015,15,9,6,6
Kolding,Liberal Democratic Party,2017,23631,21399,17,10,6,7
Kolding,Unity List,2005,393,225,2,2,0,0
Kolding,Unity List,2009,431,282,5,0,0,0
Kolding,Unity List,2013,2265,1272,4,4,1,0
Kolding,Unity List,2017,1561,970,4,5,1,0
Kolding,The Alternative,2005,0,0,0,0,0,0
Kolding,The Alternative,2009,0,0,0,0,0,0
Kolding,The Alternative,2013,0,0,0,0,0,0
Kolding,The Alternative,2017,682,378,3,2,0,0
Kolding,"Letters not reserved, total",2005,1774,1506,20,9,0,0
Kolding,"Letters not reserved, total",2009,328,259,5,1,0,0
Kolding,"Letters not reserved, total",2013,496,392,7,1,0,0
Kolding,"Letters not reserved, total",2017,383,294,4,0,0,0
Sønderborg,Social Democratic Party,2005,20149,18402,28,7,13,2
Sønderborg,Social Democratic Party,2009,15132,13247,22,7,10,2
Sønderborg,Social Democratic Party,2013,14523,12554,20,7,11,1
Sønderborg,Social Democratic Party,2017,18057,15577,25,9,11,4
Sønderborg,Social Liberal Party,2005,626,364,5,2,0,0
Sønderborg,Social Liberal Party,2009,261,138,2,1,0,0
Sønderborg,Social Liberal Party,2013,640,420,4,2,0,0
Sønderborg,Social Liberal Party,2017,288,158,3,1,0,0
Sønderborg,Conservative Peoples Party,2005,2139,1688,10,4,1,0
Sønderborg,Conservative Peoples Party,2009,1558,1017,8,2,1,0
Sønderborg,Conservative Peoples Party,2013,1695,1318,3,3,1,0
Sønderborg,Conservative Peoples Party,2017,870,624,4,2,0,0
Sønderborg,Nye Borgerlige,2005,0,0,0,0,0,0
Sønderborg,Nye Borgerlige,2009,0,0,0,0,0,0
Sønderborg,Nye Borgerlige,2013,0,0,0,0,0,0
Sønderborg,Nye Borgerlige,2017,583,368,5,1,0,0
Sønderborg,Socialist Peoples Party,2005,1025,754,7,6,0,0
Sønderborg,Socialist Peoples Party,2009,2581,1393,5,4,2,0
Sønderborg,Socialist Peoples Party,2013,1034,769,4,2,0,0
Sønderborg,Socialist Peoples Party,2017,918,655,3,2,0,0
Sønderborg,Liberal Alliance,2005,0,0,0,0,0,0
Sønderborg,Liberal Alliance,2009,0,0,0,0,0,0
Sønderborg,Liberal Alliance,2013,803,468,4,1,0,0
Sønderborg,Liberal Alliance,2017,637,420,3,1,0,0
Sønderborg,Danish Peoples Party (1997-),2005,2317,1435,5,1,0,1
Sønderborg,Danish Peoples Party (1997-),2009,2717,1344,3,1,2,0
Sønderborg,Danish Peoples Party (1997-),2013,4334,2542,4,1,3,0
Sønderborg,Danish Peoples Party (1997-),2017,4436,2493,4,2,2,1
Sønderborg,The Slesvig Party,2005,878,773,10,3,1,0
Sønderborg,The Slesvig Party,2009,1525,1426,9,6,1,0
Sønderborg,The Slesvig Party,2013,3378,3100,12,4,2,1
Sønderborg,The Slesvig Party,2017,5793,5488,11,5,3,2
Sønderborg,Liberal Democratic Party,2005,8148,6976,25,5,6,1
Sønderborg,Liberal Democratic Party,2009,6916,5644,13,5,5,0
Sønderborg,Liberal Democratic Party,2013,11227,9149,19,5,8,1
Sønderborg,Liberal Democratic Party,2017,9009,7733,16,4,6,1
Sønderborg,Unity List,2005,212,130,2,1,0,0
Sønderborg,Unity List,2009,140,59,2,0,0,0
Sønderborg,Unity List,2013,1216,677,3,1,1,0
Sønderborg,Unity List,2017,786,443,2,3,0,0
Sønderborg,The Alternative,2005,0,0,0,0,0,0
Sønderborg,The Alternative,2009,0,0,0,0,0,0
Sønderborg,The Alternative,2013,0,0,0,0,0,0
Sønderborg,The Alternative,2017,470,292,3,2,0,0
Sønderborg,"Letters not reserved, total",2005,8826,8462,25,9,5,1
Sønderborg,"Letters not reserved, total",2009,9598,9035,14,10,4,4
Sønderborg,"Letters not reserved, total",2013,4136,3711,26,9,1,1
Sønderborg,"Letters not reserved, total",2017,1623,1469,10,5,0,1
Tønder,Social Democratic Party,2005,6034,5046,26,6,8,1
Tønder,Social Democratic Party,2009,5830,5016,20,2,8,1
Tønder,Social Democratic Party,2013,4655,3806,14,5,7,0
Tønder,Social Democratic Party,2017,4373,3351,10,7,5,1
Tønder,Social Liberal Party,2005,329,221,2,3,0,0
Tønder,Social Liberal Party,2009,155,103,3,1,0,0
Tønder,Social Liberal Party,2013,299,233,3,0,0,0
Tønder,Social Liberal Party,2017,149,89,1,0,0,0
Tønder,Conservative Peoples Party,2005,1498,1336,19,2,2,0
Tønder,Conservative Peoples Party,2009,1460,1262,9,3,1,1
Tønder,Conservative Peoples Party,2013,1015,912,5,2,1,0
Tønder,Conservative Peoples Party,2017,575,477,4,2,0,1
Tønder,Nye Borgerlige,2005,0,0,0,0,0,0
Tønder,Nye Borgerlige,2009,0,0,0,0,0,0
Tønder,Nye Borgerlige,2013,0,0,0,0,0,0
Tønder,Nye Borgerlige,2017,143,79,1,1,0,0
Tønder,Socialist Peoples Party,2005,590,403,8,1,1,0
Tønder,Socialist Peoples Party,2009,1784,1213,10,3,2,1
Tønder,Socialist Peoples Party,2013,656,507,4,1,1,0
Tønder,Socialist Peoples Party,2017,738,565,1,4,0,1
Tønder,Liberal Alliance,2005,0,0,0,0,0,0
Tønder,Liberal Alliance,2009,0,0,0,0,0,0
Tønder,Liberal Alliance,2013,1188,1006,6,2,0,1
Tønder,Liberal Alliance,2017,589,474,5,1,1,0
Tønder,Danish Peoples Party (1997-),2005,970,576,3,1,1,0
Tønder,Danish Peoples Party (1997-),2009,1540,944,3,2,1,1
Tønder,Danish Peoples Party (1997-),2013,2108,1380,9,1,3,0
Tønder,Danish Peoples Party (1997-),2017,2214,1335,8,2,3,0
Tønder,The Slesvig Party,2005,978,847,16,5,1,0
Tønder,The Slesvig Party,2009,1011,901,15,4,2,0
Tønder,The Slesvig Party,2013,1621,1467,9,5,1,2
Tønder,The Slesvig Party,2017,1240,1109,10,5,1,1
Tønder,Liberal Democratic Party,2005,10045,9411,29,6,12,4
Tønder,Liberal Democratic Party,2009,8191,7451,24,11,9,4
Tønder,Liberal Democratic Party,2013,9147,8440,30,5,11,3
Tønder,Liberal Democratic Party,2017,9458,8679,26,9,10,5
Tønder,Unity List,2005,341,253,10,5,0,0
Tønder,Unity List,2009,214,165,5,2,0,0
Tønder,Unity List,2013,795,439,2,2,1,0
Tønder,Unity List,2017,480,230,4,3,1,0
Tønder,The Alternative,2005,0,0,0,0,0,0
Tønder,The Alternative,2009,0,0,0,0,0,0
Tønder,The Alternative,2013,0,0,0,0,0,0
Tønder,The Alternative,2017,190,125,3,0,0,0
Tønder,"Letters not reserved, total",2005,1496,1337,19,10,1,0
Tønder,"Letters not reserved, total",2009,393,343,4,2,0,0
Tønder,"Letters not reserved, total",2013,189,157,1,0,0,0
Tønder,"Letters not reserved, total",2017,1069,898,6,1,1,0
Varde,Social Democratic Party,2005,3933,3032,18,4,4,0
Varde,Social Democratic Party,2009,4461,3218,8,2,4,1
Varde,Social Democratic Party,2013,4263,3030,7,4,3,1
Varde,Social Democratic Party,2017,5299,3841,11,3,4,2
Varde,Social Liberal Party,2005,420,258,8,3,0,0
Varde,Social Liberal Party,2009,357,261,4,0,0,0
Varde,Social Liberal Party,2013,1046,863,5,1,1,0
Varde,Social Liberal Party,2017,1050,902,4,2,1,0
Varde,Conservative Peoples Party,2005,2166,2035,10,1,2,1
Varde,Conservative Peoples Party,2009,2023,1720,8,1,2,0
Varde,Conservative Peoples Party,2013,2473,2304,11,1,2,0
Varde,Conservative Peoples Party,2017,1910,1763,4,2,1,0
Varde,Nye Borgerlige,2005,0,0,0,0,0,0
Varde,Nye Borgerlige,2009,0,0,0,0,0,0
Varde,Nye Borgerlige,2013,0,0,0,0,0,0
Varde,Nye Borgerlige,2017,0,0,0,0,0,0
Varde,Socialist Peoples Party,2005,617,417,2,2,0,0
Varde,Socialist Peoples Party,2009,1733,930,3,1,2,0
Varde,Socialist Peoples Party,2013,748,581,2,1,0,0
Varde,Socialist Peoples Party,2017,545,368,1,1,0,0
Varde,Liberal Alliance,2005,0,0,0,0,0,0
Varde,Liberal Alliance,2009,0,0,0,0,0,0
Varde,Liberal Alliance,2013,319,197,1,0,0,0
Varde,Liberal Alliance,2017,1102,884,4,2,1,0
Varde,Danish Peoples Party (1997-),2005,712,405,2,0,0,0
Varde,Danish Peoples Party (1997-),2009,1620,986,2,2,0,1
Varde,Danish Peoples Party (1997-),2013,2737,1656,2,3,0,2
Varde,Danish Peoples Party (1997-),2017,2888,1949,1,3,0,2
Varde,The Slesvig Party,2005,0,0,0,0,0,0
Varde,The Slesvig Party,2009,0,0,0,0,0,0
Varde,The Slesvig Party,2013,0,0,0,0,0,0
Varde,The Slesvig Party,2017,0,0,0,0,0,0
Varde,Liberal Democratic Party,2005,12217,11466,25,6,14,2
Varde,Liberal Democratic Party,2009,12243,11345,24,4,12,1
Varde,Liberal Democratic Party,2013,15369,13965,23,5,12,3
Varde,Liberal Democratic Party,2017,11788,10694,22,7,9,3
Varde,Unity List,2005,108,57,1,0,0,0
Varde,Unity List,2009,169,122,2,2,0,0
Varde,Unity List,2013,861,488,2,1,1,0
Varde,Unity List,2017,729,510,1,1,0,0
Varde,The Alternative,2005,0,0,0,0,0,0
Varde,The Alternative,2009,0,0,0,0,0,0
Varde,The Alternative,2013,0,0,0,0,0,0
Varde,The Alternative,2017,170,105,0,1,0,0
Varde,"Letters not reserved, total",2005,7070,6832,18,8,6,2
Varde,"Letters not reserved, total",2009,2353,2240,8,1,2,0
Varde,"Letters not reserved, total",2013,0,0,0,0,0,0
Varde,"Letters not reserved, total",2017,2580,2258,8,0,2,0
Vejen,Social Democratic Party,2005,6284,5490,22,8,7,1
Vejen,Social Democratic Party,2009,5535,4554,12,4,5,3
Vejen,Social Democratic Party,2013,5241,4011,10,2,4,2
Vejen,Social Democratic Party,2017,6610,5277,11,5,4,4
Vejen,Social Liberal Party,2005,596,414,5,2,0,0
Vejen,Social Liberal Party,2009,235,150,3,1,0,0
Vejen,Social Liberal Party,2013,280,132,2,0,0,0
Vejen,Social Liberal Party,2017,209,97,2,0,0,0
Vejen,Conservative Peoples Party,2005,1821,1598,7,3,2,0
Vejen,Conservative Peoples Party,2009,2919,2623,11,3,4,0
Vejen,Conservative Peoples Party,2013,3325,3001,7,3,2,2
Vejen,Conservative Peoples Party,2017,3212,2892,11,2,3,1
Vejen,Nye Borgerlige,2005,0,0,0,0,0,0
Vejen,Nye Borgerlige,2009,0,0,0,0,0,0
Vejen,Nye Borgerlige,2013,0,0,0,0,0,0
Vejen,Nye Borgerlige,2017,332,235,2,0,0,0
Vejen,Socialist Peoples Party,2005,696,542,2,3,0,1
Vejen,Socialist Peoples Party,2009,2016,1314,5,3,1,1
Vejen,Socialist Peoples Party,2013,854,567,2,1,1,0
Vejen,Socialist Peoples Party,2017,685,476,3,2,1,0
Vejen,Liberal Alliance,2005,0,0,0,0,0,0
Vejen,Liberal Alliance,2009,0,0,0,0,0,0
Vejen,Liberal Alliance,2013,1042,804,5,0,1,0
Vejen,Liberal Alliance,2017,739,571,5,0,1,0
Vejen,Danish Peoples Party (1997-),2005,1417,912,5,0,1,0
Vejen,Danish Peoples Party (1997-),2009,1507,836,3,1,1,1
Vejen,Danish Peoples Party (1997-),2013,2316,1278,5,1,2,1
Vejen,Danish Peoples Party (1997-),2017,2239,1229,4,2,1,1
Vejen,The Slesvig Party,2005,0,0,0,0,0,0
Vejen,The Slesvig Party,2009,0,0,0,0,0,0
Vejen,The Slesvig Party,2013,0,0,0,0,0,0
Vejen,The Slesvig Party,2017,0,0,0,0,0,0
Vejen,Liberal Democratic Party,2005,9976,9169,22,8,10,4
Vejen,Liberal Democratic Party,2009,8552,7554,21,7,9,2
Vejen,Liberal Democratic Party,2013,10003,8808,20,4,10,2
Vejen,Liberal Democratic Party,2017,8299,7180,19,6,7,3
Vejen,Unity List,2005,83,41,1,1,0,0
Vejen,Unity List,2009,0,0,0,0,0,0
Vejen,Unity List,2013,0,0,0,0,0,0
Vejen,Unity List,2017,957,664,2,2,1,0
Vejen,The Alternative,2005,0,0,0,0,0,0
Vejen,The Alternative,2009,0,0,0,0,0,0
Vejen,The Alternative,2013,0,0,0,0,0,0
Vejen,The Alternative,2017,0,0,0,0,0,0
Vejen,"Letters not reserved, total",2005,739,693,13,3,1,0
Vejen,"Letters not reserved, total",2009,459,439,2,0,0,0
Vejen,"Letters not reserved, total",2013,0,0,0,0,0,0
Vejen,"Letters not reserved, total",2017,70,33,0,1,0,0
Vejle,Social Democratic Party,2005,15783,13912,21,13,8,2
Vejle,Social Democratic Party,2009,13824,11629,19,8,6,2
Vejle,Social Democratic Party,2013,16387,13636,13,5,6,3
Vejle,Social Democratic Party,2017,18456,14653,20,9,9,2
Vejle,Social Liberal Party,2005,1929,1404,15,4,0,1
Vejle,Social Liberal Party,2009,1899,1432,11,6,1,0
Vejle,Social Liberal Party,2013,2836,2082,8,3,1,0
Vejle,Social Liberal Party,2017,2525,1866,4,2,1,0
Vejle,Conservative Peoples Party,2005,2166,1436,12,2,1,0
Vejle,Conservative Peoples Party,2009,4416,2833,6,3,2,0
Vejle,Conservative Peoples Party,2013,2871,2346,8,1,1,0
Vejle,Conservative Peoples Party,2017,4412,3864,6,1,2,0
Vejle,Nye Borgerlige,2005,0,0,0,0,0,0
Vejle,Nye Borgerlige,2009,0,0,0,0,0,0
Vejle,Nye Borgerlige,2013,0,0,0,0,0,0
Vejle,Nye Borgerlige,2017,964,722,7,1,0,0
Vejle,Socialist Peoples Party,2005,12372,11620,14,6,6,2
Vejle,Socialist Peoples Party,2009,7787,4955,10,3,3,2
Vejle,Socialist Peoples Party,2013,3218,2496,7,2,1,1
Vejle,Socialist Peoples Party,2017,4358,3470,6,5,2,1
Vejle,Liberal Alliance,2005,0,0,0,0,0,0
Vejle,Liberal Alliance,2009,0,0,0,0,0,0
Vejle,Liberal Alliance,2013,1857,1104,7,2,1,0
Vejle,Liberal Alliance,2017,1748,1155,4,1,0,1
Vejle,Danish Peoples Party (1997-),2005,7193,6412,8,3,4,0
Vejle,Danish Peoples Party (1997-),2009,6576,4227,6,4,3,1
Vejle,Danish Peoples Party (1997-),2013,8109,4952,10,2,3,1
Vejle,Danish Peoples Party (1997-),2017,6755,3658,8,2,3,0
Vejle,The Slesvig Party,2005,0,0,0,0,0,0
Vejle,The Slesvig Party,2009,0,0,0,0,0,0
Vejle,The Slesvig Party,2013,0,0,0,0,0,0
Vejle,The Slesvig Party,2017,0,0,0,0,0,0
Vejle,Liberal Democratic Party,2005,12249,9901,23,6,4,3
Vejle,Liberal Democratic Party,2009,16705,13072,17,4,8,3
Vejle,Liberal Democratic Party,2013,19710,15958,21,4,9,3
Vejle,Liberal Democratic Party,2017,18285,14788,16,6,8,2
Vejle,Unity List,2005,434,255,4,2,0,0
Vejle,Unity List,2009,407,219,6,2,0,0
Vejle,Unity List,2013,2564,1311,6,1,1,0
Vejle,Unity List,2017,1558,742,6,3,0,0
Vejle,The Alternative,2005,0,0,0,0,0,0
Vejle,The Alternative,2009,0,0,0,0,0,0
Vejle,The Alternative,2013,0,0,0,0,0,0
Vejle,The Alternative,2017,1139,684,4,0,0,0
Vejle,"Letters not reserved, total",2005,2772,2176,31,5,0,0
Vejle,"Letters not reserved, total",2009,716,447,7,3,0,0
Vejle,"Letters not reserved, total",2013,1006,795,5,2,0,0
Vejle,"Letters not reserved, total",2017,754,538,5,2,0,0
Aabenraa,Social Democratic Party,2005,17148,16215,27,5,15,2
Aabenraa,Social Democratic Party,2009,13366,12236,20,11,10,4
Aabenraa,Social Democratic Party,2013,8432,7153,17,8,5,3
Aabenraa,Social Democratic Party,2017,9363,7377,12,6,7,2
Aabenraa,Social Liberal Party,2005,408,267,10,2,0,0
Aabenraa,Social Liberal Party,2009,382,262,6,1,0,0
Aabenraa,Social Liberal Party,2013,317,142,4,0,0,0
Aabenraa,Social Liberal Party,2017,567,415,2,2,0,0
Aabenraa,Conservative Peoples Party,2005,2560,2303,18,5,2,0
Aabenraa,Conservative Peoples Party,2009,1649,1363,7,2,1,0
Aabenraa,Conservative Peoples Party,2013,1333,1181,6,1,1,0
Aabenraa,Conservative Peoples Party,2017,1573,1398,6,2,2,0
Aabenraa,Nye Borgerlige,2005,0,0,0,0,0,0
Aabenraa,Nye Borgerlige,2009,0,0,0,0,0,0
Aabenraa,Nye Borgerlige,2013,0,0,0,0,0,0
Aabenraa,Nye Borgerlige,2017,684,510,5,5,0,0
Aabenraa,Socialist Peoples Party,2005,616,353,8,2,0,0
Aabenraa,Socialist Peoples Party,2009,1813,971,7,3,2,0
Aabenraa,Socialist Peoples Party,2013,802,586,7,1,1,0
Aabenraa,Socialist Peoples Party,2017,740,482,3,1,1,0
Aabenraa,Liberal Alliance,2005,0,0,0,0,0,0
Aabenraa,Liberal Alliance,2009,0,0,0,0,0,0
Aabenraa,Liberal Alliance,2013,447,253,3,0,0,0
Aabenraa,Liberal Alliance,2017,528,350,4,0,0,0
Aabenraa,Danish Peoples Party (1997-),2005,1590,1088,5,2,1,0
Aabenraa,Danish Peoples Party (1997-),2009,2506,1729,5,2,2,0
Aabenraa,Danish Peoples Party (1997-),2013,4711,3490,6,1,4,1
Aabenraa,Danish Peoples Party (1997-),2017,4664,3090,9,3,2,3
Aabenraa,The Slesvig Party,2005,2002,1763,23,7,2,0
Aabenraa,The Slesvig Party,2009,2090,1847,17,5,2,0
Aabenraa,The Slesvig Party,2013,2762,2309,19,7,2,0
Aabenraa,The Slesvig Party,2017,1974,1583,15,7,2,0
Aabenraa,Liberal Democratic Party,2005,8706,7651,23,8,5,4
Aabenraa,Liberal Democratic Party,2009,8804,7318,15,8,6,4
Aabenraa,Liberal Democratic Party,2013,12305,10513,20,6,10,3
Aabenraa,Liberal Democratic Party,2017,10831,9293,19,6,8,3
Aabenraa,Unity List,2005,0,0,0,0,0,0
Aabenraa,Unity List,2009,0,0,0,0,0,0
Aabenraa,Unity List,2013,1445,871,7,6,1,0
Aabenraa,Unity List,2017,967,577,6,6,1,0
Aabenraa,The Alternative,2005,0,0,0,0,0,0
Aabenraa,The Alternative,2009,0,0,0,0,0,0
Aabenraa,The Alternative,2013,0,0,0,0,0,0
Aabenraa,The Alternative,2017,270,162,3,1,0,0
Aabenraa,"Letters not reserved, total",2005,644,592,15,1,0,0
Aabenraa,"Letters not reserved, total",2009,0,0,0,0,0,0
Aabenraa,"Letters not reserved, total",2013,0,0,0,0,0,0
Aabenraa,"Letters not reserved, total",2017,171,74,2,1,0,0
Favrskov,Social Democratic Party,2005,7786,6286,16,9,7,2
Favrskov,Social Democratic Party,2009,8532,6692,16,4,8,3
Favrskov,Social Democratic Party,2013,11497,9758,18,6,7,4
Favrskov,Social Democratic Party,2017,11641,9762,10,7,6,5
Favrskov,Social Liberal Party,2005,1377,1065,12,2,0,1
Favrskov,Social Liberal Party,2009,736,582,4,3,0,0
Favrskov,Social Liberal Party,2013,769,519,3,2,0,0
Favrskov,Social Liberal Party,2017,629,420,3,1,0,0
Favrskov,Conservative Peoples Party,2005,2518,2230,12,4,2,1
Favrskov,Conservative Peoples Party,2009,2035,1633,6,2,1,1
Favrskov,Conservative Peoples Party,2013,1698,1509,5,1,1,0
Favrskov,Conservative Peoples Party,2017,1755,1545,9,2,1,1
Favrskov,Nye Borgerlige,2005,0,0,0,0,0,0
Favrskov,Nye Borgerlige,2009,0,0,0,0,0,0
Favrskov,Nye Borgerlige,2013,0,0,0,0,0,0
Favrskov,Nye Borgerlige,2017,167,106,1,0,0,0
Favrskov,Socialist Peoples Party,2005,1245,908,8,5,2,0
Favrskov,Socialist Peoples Party,2009,2332,1328,6,5,2,1
Favrskov,Socialist Peoples Party,2013,982,720,3,3,1,0
Favrskov,Socialist Peoples Party,2017,756,495,3,3,1,0
Favrskov,Liberal Alliance,2005,0,0,0,0,0,0
Favrskov,Liberal Alliance,2009,0,0,0,0,0,0
Favrskov,Liberal Alliance,2013,364,184,3,0,0,0
Favrskov,Liberal Alliance,2017,744,558,5,1,0,0
Favrskov,Danish Peoples Party (1997-),2005,1111,549,6,1,1,0
Favrskov,Danish Peoples Party (1997-),2009,1310,657,6,1,1,0
Favrskov,Danish Peoples Party (1997-),2013,1952,991,5,1,1,1
Favrskov,Danish Peoples Party (1997-),2017,1772,879,4,2,1,0
Favrskov,The Slesvig Party,2005,0,0,0,0,0,0
Favrskov,The Slesvig Party,2009,0,0,0,0,0,0
Favrskov,The Slesvig Party,2013,0,0,0,0,0,0
Favrskov,The Slesvig Party,2017,0,0,0,0,0,0
Favrskov,Liberal Democratic Party,2005,9180,8023,24,5,11,0
Favrskov,Liberal Democratic Party,2009,7938,6690,16,4,7,3
Favrskov,Liberal Democratic Party,2013,8373,6906,12,7,5,4
Favrskov,Liberal Democratic Party,2017,8021,6671,11,7,5,4
Favrskov,Unity List,2005,405,267,2,1,0,0
Favrskov,Unity List,2009,206,128,1,2,0,0
Favrskov,Unity List,2013,1071,569,6,2,1,0
Favrskov,Unity List,2017,900,487,6,3,0,1
Favrskov,The Alternative,2005,0,0,0,0,0,0
Favrskov,The Alternative,2009,0,0,0,0,0,0
Favrskov,The Alternative,2013,0,0,0,0,0,0
Favrskov,The Alternative,2017,633,473,2,2,0,0
Favrskov,"Letters not reserved, total",2005,218,160,5,0,0,0
Favrskov,"Letters not reserved, total",2009,486,402,2,3,0,0
Favrskov,"Letters not reserved, total",2013,107,90,0,2,0,0
Favrskov,"Letters not reserved, total",2017,0,0,0,0,0,0
Hedensted,Social Democratic Party,2005,8645,7940,13,7,8,3
Hedensted,Social Democratic Party,2009,6739,5847,13,4,7,1
Hedensted,Social Democratic Party,2013,6540,5548,10,3,6,2
Hedensted,Social Democratic Party,2017,7378,6038,9,4,5,3
Hedensted,Social Liberal Party,2005,425,250,4,3,0,0
Hedensted,Social Liberal Party,2009,203,103,2,2,0,0
Hedensted,Social Liberal Party,2013,443,279,2,2,0,0
Hedensted,Social Liberal Party,2017,304,221,2,1,0,0
Hedensted,Conservative Peoples Party,2005,913,733,5,2,1,0
Hedensted,Conservative Peoples Party,2009,1146,873,6,1,1,0
Hedensted,Conservative Peoples Party,2013,401,256,4,1,0,0
Hedensted,Conservative Peoples Party,2017,407,303,3,0,0,0
Hedensted,Nye Borgerlige,2005,0,0,0,0,0,0
Hedensted,Nye Borgerlige,2009,0,0,0,0,0,0
Hedensted,Nye Borgerlige,2013,0,0,0,0,0,0
Hedensted,Nye Borgerlige,2017,0,0,0,0,0,0
Hedensted,Socialist Peoples Party,2005,722,457,6,4,0,0
Hedensted,Socialist Peoples Party,2009,1807,1138,6,6,2,0
